barcode	trs_raw	trs_cap_01	trs_cap_1	trs_cap_5	celltype
BMM_R1_1027	0.0696140052105448	0.152347127653358	0.208862022008276	0.29136652318445	12_CD14.Mono.2
BMM_R1_1028	1.06998068274865	2.34160472692704	3.21024955011247	4.47835964134089	17_B
BMM_R1_1029	0.145763057819284	0.31899591338805	0.437331064319128	0.610085215425956	22_CD4.M
BMM_R1_1030	0.54060021905954	1.18307932912933	1.62195602033524	2.26265973037665	22_CD4.M
BMM_R1_221	0.152503555825373	0.333747190908643	0.457554495489859	0.638297289456545	12_CD14.Mono.2
BMM_R1_1032	1.47472075492458	3.22736021902557	4.42458608493428	5.66983846226515	17_B
BMM_R1_1033	0.231570261709005	0.506781129955143	0.694777336130086	0.969227698119079	17_B
BMM_R1_1034	0.0485627843041349	0.106277475016821	0.145702309376346	0.203257513715198	03_Late.Eryth
BMM_R1_1036	0.209342036251055	0.458135655655714	0.628086271584069	0.876192385057364	11_CD14.Mono.1
BMM_R1_1037	0.274866792820926	0.601533646094759	0.824679372460706	1.15044352815032	11_CD14.Mono.1
BMM_R1_1038	0.514745566412799	1.12649758160175	1.54438463202354	2.15444615715904	22_CD4.M
BMM_R1_1039	0.0914080477110088	0.200042412026938	0.274250412901947	0.382584581537634	22_CD4.M
BMM_R1_1041	0.201408157471426	0.440772717844986	0.604282355126884	0.842985465438303	11_CD14.Mono.1
BMM_R1_1043	0.100876649981015	0.220764023351623	0.302658940894617	0.422215022488188	12_CD14.Mono.2
BMM_R1_1044	0.242442395789476	0.530574307687304	0.727396862915314	1.01473256308183	07_GMP
BMM_R1_1046	0.403415195289035	0.882856058462977	1.21036152340461	1.68847751965487	25_NK
BMM_R1_587	0.0542540890714897	0.118732640199229	0.162777859303116	0.227078233086708	22_CD4.M
BMM_R1_1048	0.727818626571664	1.59279841571318	2.18366504759042	3.04625458758901	22_CD4.M
BMM_R1_1049	0.336878667894846	0.737243852961	1.01073281928209	1.40999165186178	26_Unk
BMM_R1_1052	0.365292797140707	0.799426900212567	1.09598337295941	1.52891780792248	25_NK
BMM_R1_1053	0.0846967078761294	0.185354945856057	0.254114464624613	0.354494547819794	07_GMP
BMM_R1_1054	0.158656901042281	0.347213510888656	0.476016299551145	0.664051859910891	23_CD8.EM
BMM_R1_1055	0.232092504200205	0.507924034220345	0.696344213691014	0.971413522343097	22_CD4.M
BMM_R1_1056	2.04160823628595	4.46796804250658	5.66983846226515	5.66983846226515	03_Late.Eryth
BMM_R1_1057	0.327178374997814	0.716015197092263	0.981629152822746	1.36939147942908	22_CD4.M
BMM_R1_307	0.464614990354212	1.01678906465843	1.393978496816	1.94462671626855	24_CD8.CM
BMM_R1_1058	0.248226481781658	0.543232520418259	0.744750783180972	1.03894161441058	22_CD4.M
BMM_R1_1059	0.306570640344804	0.670916094227354	0.919800026404579	1.28313866322643	05_CMP.LMPP
BMM_R1_1060	0.154016315405194	0.337057797389608	0.462093208981467	0.644628881754007	23_CD8.EM
BMM_R1_342	0.483754671955784	1.05867539927429	1.45140304217592	2.0247350574887	22_CD4.M
BMM_R1_1062	0.481615195694739	1.05399325144977	1.44498399852847	2.01578036859053	11_CD14.Mono.1
BMM_R1_1063	0.211581854256265	0.463037396886203	0.634806369301243	0.885567050151983	12_CD14.Mono.2
BMM_R1_1064	0.269969434858933	0.590815997880964	0.809985891122481	1.12994584010809	16_Pre.B
BMM_R1_1065	0.346976791829088	0.759343144208738	1.04103009318577	1.45225692955277	25_NK
BMM_R1_1066	0.216731206908905	0.474306524176486	0.650255907132192	0.907119451490087	12_CD14.Mono.2
BMM_R1_1067	0.119384667625755	0.261267989733185	0.358188312850071	0.499679560491347	24_CD8.CM
BMM_R1_1068	0.258219888258171	0.565102642207181	0.774733874616702	1.08076860153801	24_CD8.CM
BMM_R1_1069	1.79554944034746	3.9294794053179	5.38716434419422	5.66983846226515	17_B
BMM_R1_1070	0.442002220983532	0.967302033255884	1.32613369001767	1.84998191065537	11_CD14.Mono.1
BMM_R1_1071	0.317074202318778	0.693902668437878	0.951313730946337	1.32710088496835	22_CD4.M
BMM_R1_1072	0.591135953993005	1.29367451809568	1.77357774860608	2.47417494688519	22_CD4.M
BMM_R1_1073	0.311671110630056	0.682078244649374	0.935102903085052	1.30448646944911	24_CD8.CM
BMM_R1_966	0.455670924844804	0.997215378504603	1.3671437298518	1.90719170211115	08_GMP.Neut
BMM_R1_1075	1.37033079731558	2.99890747953029	4.11138621146582	5.66983846226515	17_B
BMM_R1_1076	0.227708284415249	0.498329365888606	0.683190294354738	0.953063552796658	25_NK
